0.48162900 13.99091300     0
0.48162900 13.99347000     0
0.48162900 13.99602700     0
0.48162900 13.99858400     0
0.48162900 14.00114100     0
0.48162900 14.00369800     0
0.48162900 14.00625500     0
0.48162900 14.00881200     0
0.48162900 14.01136900     0
0.48162900 14.01392600     0
0.48162900 14.01648300     0
0.48162900 14.01904000     0
0.48162900 14.02159700     0
0.48162900 14.02415400     0
0.48162900 14.02671100     0
0.48162900 14.02926800     0
0.48162900 14.03182500     0
0.48162900 14.03438200     0
0.48162900 14.03693900     0
0.48162900 14.03949600     0
0.48162900 14.04205300     0
0.48162900 14.04461000     0
0.48162900 14.04716700     0
0.48162900 14.04972400     0
0.48162900 14.05228100     0
0.48162900 14.05483800     0
0.48162900 14.05739500     0
0.48162900 14.05995200     0
0.48162900 14.06250900     0
0.48162900 14.06506600     0
0.48162900 14.06762300     0
0.48162900 14.07018000     0
0.48162900 14.07273700     0
0.48162900 14.07529400     0
0.48162900 14.07785100     0
0.48162900 14.08040800     0
0.48162900 14.08296500     0
0.48162900 14.08552200     0
0.48162900 14.08807900     0
0.48162900 14.09063600     0
0.48162900 14.09319300     0
0.48162900 14.09575000     0
0.48162900 14.09830700     0
0.48162900 14.10086400     0
0.48162900 14.10342100     0
0.48162900 14.10597800     0
0.48162900 14.10853500     0
0.48162900 14.11109200     0
0.48162900 14.11364900     0
0.48162900 14.11620600     0
0.48162900 14.11876300     0
0.48162900 14.12132000     0
0.48162900 14.12387700     0
0.48162900 14.12643400     0
0.48162900 14.12899100     0
0.48162900 14.13154800     0
0.48162900 14.13410500     0
0.48162900 14.13666200     0
0.48162900 14.13921900     0
0.48162900 14.14177600     0
0.48162900 14.14433300     0
0.48162900 14.14689000     0
0.48162900 14.14944700     0
0.48162900 14.15200400     0
0.48162900 14.15456100     0
0.48162900 14.15711800     0
0.48162900 14.15967500     0
0.48162900 14.16223200     0
0.48162900 14.16478900     0
0.48162900 14.16734600     0
0.48162900 14.16990300     0
0.48162900 14.17246000     0
0.48162900 14.17501700     0
0.48162900 14.17757400     0
0.48162900 14.18013100     0
0.48162900 14.18268800     0
0.48162900 14.18524500     0
0.48162900 14.18780200     0
0.48162900 14.19035900     0
0.48162900 14.19291600     0
0.48162900 14.19547300     0
0.48162900 14.19803000     0
0.48162900 14.20058700     0
0.48162900 14.20314400     0
0.48162900 14.20570100     0
0.48162900 14.20825800     0
0.48162900 14.21081500     0
0.48162900 14.21337200     0
0.48162900 14.21592900     0
0.48162900 14.21848600     0
0.48162900 14.22104300     0

0.49464600 13.71220000     0
0.49464600 13.71475700     0
0.49464600 13.71731400     0
0.49464600 13.71987100     0
0.49464600 13.72242800     0
0.49464600 13.72498500     0
0.49464600 13.72754200     0
0.49464600 13.73009900     0
0.49464600 13.73265600     0
0.49464600 13.73521300     0
0.49464600 13.73777000     0
0.49464600 13.74032700     0
0.49464600 13.74288400     0
0.49464600 13.74544100     0
0.49464600 13.74799800     0
0.49464600 13.75055500     0
0.49464600 13.75311200     0
0.49464600 13.75566900     0
0.49464600 13.75822600     0
0.49464600 13.76078300     0
0.49464600 13.76334000     0
0.49464600 13.76589700     0
0.49464600 13.76845400     0
0.49464600 13.77101100     0
0.49464600 13.77356800     0
0.49464600 13.77612500     0
0.49464600 13.77868200     0
0.49464600 13.78123900     0
0.49464600 13.78379600     0
0.49464600 13.78635300     0
0.49464600 13.78891000     0
0.49464600 13.79146700     0
0.49464600 13.79402400     0
0.49464600 13.79658100     0
0.49464600 13.79913800     0
0.49464600 13.80169500     0
0.49464600 13.80425200     0
0.49464600 13.80680900     0
0.49464600 13.80936600     0
0.49464600 13.81192300     0
0.49464600 13.81448000     0
0.49464600 13.81703700     0
0.49464600 13.81959400     0
0.49464600 13.82215100     0
0.49464600 13.82470800     0
0.49464600 13.82726500     0
0.49464600 13.82982200     0
0.49464600 13.83237900     0
0.49464600 13.83493600     0
0.49464600 13.83749300     0
0.49464600 13.84005000     0
0.49464600 13.84260700     0
0.49464600 13.84516400     0
0.49464600 13.84772100     0
0.49464600 13.85027800     0
0.49464600 13.85283500     0
0.49464600 13.85539200     0
0.49464600 13.85794900     0
0.49464600 13.86050600     0
0.49464600 13.86306300     0
0.49464600 13.86562000     0
0.49464600 13.86817700     0
0.49464600 13.87073400     0
0.49464600 13.87329100     0
0.49464600 13.87584800     0
0.49464600 13.87840500     0
0.49464600 13.88096200     0
0.49464600 13.88351900     0
0.49464600 13.88607600     0
0.49464600 13.88863300     0
0.49464600 13.89119000     0
0.49464600 13.89374700     0
0.49464600 13.89630400     0
0.49464600 13.89886100     0
0.49464600 13.90141800     0
0.49464600 13.90397500     0
0.49464600 13.90653200     0
0.49464600 13.90908900     0
0.49464600 13.91164600     0
0.49464600 13.91420300     0
0.49464600 13.91676000     0
0.49464600 13.91931700     0
0.49464600 13.92187400     0
0.49464600 13.92443100     0
0.49464600 13.92698800     0
0.49464600 13.92954500     0
0.49464600 13.93210200     0
0.49464600 13.93465900     0
0.49464600 13.93721600     0
0.49464600 13.93977300     0
0.49464600 13.94233000     0
0.49464600 13.94488700     0
0.49464600 13.94744400     0
0.49464600 13.95000100     0
0.49464600 13.95255800     0
0.49464600 13.95511500     0
0.49464600 13.95767200     0
0.49464600 13.96022900     0
0.49464600 13.96278600     0
0.49464600 13.96534300     0
0.49464600 13.96790000     0
0.49464600 13.97045700     0
0.49464600 13.97301400     0
0.49464600 13.97557100     0
0.49464600 13.97812800     0
0.49464600 13.98068500     0
0.49464600 13.98324200     0
0.49464600 13.98579900     0
0.49464600 13.98835600     0
0.49464600 13.99091300     0
0.49464600 13.99347000     0
0.49464600 13.99602700     0
0.49464600 13.99858400     0
0.49464600 14.00114100     0
0.49464600 14.00369800     0
0.49464600 14.00625500     0
0.49464600 14.00881200     0
0.49464600 14.01136900     0
0.49464600 14.01392600     0
0.49464600 14.01648300     0
0.49464600 14.01904000     0
0.49464600 14.02159700     0
0.49464600 14.02415400     0
0.49464600 14.02671100     0
0.49464600 14.02926800     0
0.49464600 14.03182500     0
0.49464600 14.03438200     0
0.49464600 14.03693900     0
0.49464600 14.03949600     0
0.49464600 14.04205300     0
0.49464600 14.04461000     0
0.49464600 14.04716700     0
0.49464600 14.04972400     0
0.49464600 14.05228100     0
0.49464600 14.05483800     0
0.49464600 14.05739500     0
0.49464600 14.05995200     0
0.49464600 14.06250900     0
0.49464600 14.06506600     0
0.49464600 14.06762300     0
0.49464600 14.07018000     0
0.49464600 14.07273700     0
0.49464600 14.07529400     0
0.49464600 14.07785100     0
0.49464600 14.08040800     0
0.49464600 14.08296500     0
0.49464600 14.08552200     0
0.49464600 14.08807900     0
0.49464600 14.09063600     0
0.49464600 14.09319300     0
0.49464600 14.09575000     0
0.49464600 14.09830700     0
0.49464600 14.10086400     0
0.49464600 14.10342100     0
0.49464600 14.10597800     0
0.49464600 14.10853500     0
0.49464600 14.11109200     0
0.49464600 14.11364900     0
0.49464600 14.11620600     0
0.49464600 14.11876300     0
0.49464600 14.12132000     0
0.49464600 14.12387700     0
0.49464600 14.12643400     0
0.49464600 14.12899100     0
0.49464600 14.13154800     0
0.49464600 14.13410500     0
0.49464600 14.13666200     0
0.49464600 14.13921900     0
0.49464600 14.14177600     0
0.49464600 14.14433300     0
0.49464600 14.14689000     0
0.49464600 14.14944700     0
0.49464600 14.15200400     0
0.49464600 14.15456100     0
0.49464600 14.15711800     0
0.49464600 14.15967500     0
0.49464600 14.16223200     0
0.49464600 14.16478900     0
0.49464600 14.16734600     0
0.49464600 14.16990300     0
0.49464600 14.17246000     0
0.49464600 14.17501700     0
0.49464600 14.17757400     0
0.49464600 14.18013100     0
0.49464600 14.18268800     0
0.49464600 14.18524500     0
0.49464600 14.18780200     0
0.49464600 14.19035900     0
0.49464600 14.19291600     0
0.49464600 14.19547300     0
0.49464600 14.19803000     0
0.49464600 14.20058700     0
0.49464600 14.20314400     0
0.49464600 14.20570100     0
0.49464600 14.20825800     0
0.49464600 14.21081500     0
0.49464600 14.21337200     0
0.49464600 14.21592900     0
0.49464600 14.21848600     0
0.49464600 14.22104300     0

0.50766300 13.71220000     0
0.50766300 13.71475700     0
0.50766300 13.71731400     0
0.50766300 13.71987100     0
0.50766300 13.72242800     0
0.50766300 13.72498500     0
0.50766300 13.72754200     0
0.50766300 13.73009900     0
0.50766300 13.73265600     0
0.50766300 13.73521300     0
0.50766300 13.73777000     0
0.50766300 13.74032700     0
0.50766300 13.74288400     0
0.50766300 13.74544100     0
0.50766300 13.74799800     0
0.50766300 13.75055500     0
0.50766300 13.75311200     0
0.50766300 13.75566900     0
0.50766300 13.75822600     0
0.50766300 13.76078300     0
0.50766300 13.76334000     0
0.50766300 13.76589700     0
0.50766300 13.76845400     0
0.50766300 13.77101100     0
0.50766300 13.77356800     0
0.50766300 13.77612500     0
0.50766300 13.77868200     0
0.50766300 13.78123900     0
0.50766300 13.78379600     0
0.50766300 13.78635300     0
0.50766300 13.78891000     0
0.50766300 13.79146700     0
0.50766300 13.79402400     0
0.50766300 13.79658100     0
0.50766300 13.79913800     0
0.50766300 13.80169500     0
0.50766300 13.80425200     0
0.50766300 13.80680900     0
0.50766300 13.80936600     0
0.50766300 13.81192300     0
0.50766300 13.81448000     0
0.50766300 13.81703700     0
0.50766300 13.81959400     0
0.50766300 13.82215100     0
0.50766300 13.82470800     0
0.50766300 13.82726500     0
0.50766300 13.82982200     0
0.50766300 13.83237900     0
0.50766300 13.83493600     0
0.50766300 13.83749300     0
0.50766300 13.84005000     0
0.50766300 13.84260700     0
0.50766300 13.84516400     0
0.50766300 13.84772100     0
0.50766300 13.85027800     0
0.50766300 13.85283500     0
0.50766300 13.85539200     0
0.50766300 13.85794900     0
0.50766300 13.86050600     0
0.50766300 13.86306300     0
0.50766300 13.86562000     0
0.50766300 13.86817700     0
0.50766300 13.87073400     0
0.50766300 13.87329100     0
0.50766300 13.87584800     0
0.50766300 13.87840500     0
0.50766300 13.88096200     0
0.50766300 13.88351900     0
0.50766300 13.88607600     0
0.50766300 13.88863300     0
0.50766300 13.89119000     0
0.50766300 13.89374700     0
0.50766300 13.89630400     0
0.50766300 13.89886100     0
0.50766300 13.90141800     0
0.50766300 13.90397500     0
0.50766300 13.90653200     0
0.50766300 13.90908900     0
0.50766300 13.91164600     0
0.50766300 13.91420300     0
0.50766300 13.91676000     0
0.50766300 13.91931700     0
0.50766300 13.92187400     0
0.50766300 13.92443100     0
0.50766300 13.92698800     0
0.50766300 13.92954500     0
0.50766300 13.93210200     0
0.50766300 13.93465900     0
0.50766300 13.93721600     0
0.50766300 13.93977300     0
0.50766300 13.94233000     0
0.50766300 13.94488700     0
0.50766300 13.94744400     0
0.50766300 13.95000100     0
0.50766300 13.95255800     0
0.50766300 13.95511500     0
0.50766300 13.95767200     0
0.50766300 13.96022900     0
0.50766300 13.96278600     0
0.50766300 13.96534300     0
0.50766300 13.96790000     0
0.50766300 13.97045700     0
0.50766300 13.97301400     0
0.50766300 13.97557100     0
0.50766300 13.97812800     0
0.50766300 13.98068500     0
0.50766300 13.98324200     0
0.50766300 13.98579900     0
0.50766300 13.98835600     0
0.50766300 13.99091300     0
0.50766300 13.99347000     0
0.50766300 13.99602700     0
0.50766300 13.99858400     0
0.50766300 14.00114100     0
0.50766300 14.00369800     0
0.50766300 14.00625500     0
0.50766300 14.00881200     0
0.50766300 14.01136900     0
0.50766300 14.01392600     0
0.50766300 14.01648300     0
0.50766300 14.01904000     0
0.50766300 14.02159700     0
0.50766300 14.02415400     0
0.50766300 14.02671100     0
0.50766300 14.02926800     0
0.50766300 14.03182500     0
0.50766300 14.03438200     0
0.50766300 14.03693900     0
0.50766300 14.03949600     0
0.50766300 14.04205300     0
0.50766300 14.04461000     0
0.50766300 14.04716700     0
0.50766300 14.04972400     0
0.50766300 14.05228100     0
0.50766300 14.05483800     0
0.50766300 14.05739500     0
0.50766300 14.05995200     0
0.50766300 14.06250900     0
0.50766300 14.06506600     0
0.50766300 14.06762300     0
0.50766300 14.07018000     0
0.50766300 14.07273700     0
0.50766300 14.07529400     0
0.50766300 14.07785100     0
0.50766300 14.08040800     0
0.50766300 14.08296500     0
0.50766300 14.08552200     0
0.50766300 14.08807900     0
0.50766300 14.09063600     0
0.50766300 14.09319300     0
0.50766300 14.09575000     0
0.50766300 14.09830700     0
0.50766300 14.10086400     0
0.50766300 14.10342100     0
0.50766300 14.10597800     0
0.50766300 14.10853500     0
0.50766300 14.11109200     0
0.50766300 14.11364900     0
0.50766300 14.11620600     0
0.50766300 14.11876300     0
0.50766300 14.12132000     0
0.50766300 14.12387700     0
0.50766300 14.12643400     0
0.50766300 14.12899100     0
0.50766300 14.13154800     0
0.50766300 14.13410500     0
0.50766300 14.13666200     0
0.50766300 14.13921900     0
0.50766300 14.14177600     0
0.50766300 14.14433300     0
0.50766300 14.14689000     0
0.50766300 14.14944700     0
0.50766300 14.15200400     0
0.50766300 14.15456100     0
0.50766300 14.15711800     0
0.50766300 14.15967500     0
0.50766300 14.16223200     0
0.50766300 14.16478900     0
0.50766300 14.16734600     0
0.50766300 14.16990300     0
0.50766300 14.17246000     0
0.50766300 14.17501700     0
0.50766300 14.17757400     0
0.50766300 14.18013100     0
0.50766300 14.18268800     0
0.50766300 14.18524500     0
0.50766300 14.18780200     0
0.50766300 14.19035900     0
0.50766300 14.19291600     0
0.50766300 14.19547300     0
0.50766300 14.19803000     0
0.50766300 14.20058700     0
0.50766300 14.20314400     0
0.50766300 14.20570100     0
0.50766300 14.20825800     0
0.50766300 14.21081500     0
0.50766300 14.21337200     0
0.50766300 14.21592900     0
0.50766300 14.21848600     0
0.50766300 14.22104300     0

0.52068000 13.71220000     0
0.52068000 13.71475700     0
0.52068000 13.71731400     0
0.52068000 13.71987100     0
0.52068000 13.72242800     0
0.52068000 13.72498500     0
0.52068000 13.72754200     0
0.52068000 13.73009900     0
0.52068000 13.73265600     0
0.52068000 13.73521300     0
0.52068000 13.73777000     0
0.52068000 13.74032700     0
0.52068000 13.74288400     0
0.52068000 13.74544100     0
0.52068000 13.74799800     0
0.52068000 13.75055500     0
0.52068000 13.75311200     0
0.52068000 13.75566900     0
0.52068000 13.75822600     0
0.52068000 13.76078300     0
0.52068000 13.76334000     0
0.52068000 13.76589700     0
0.52068000 13.76845400     0
0.52068000 13.77101100     0
0.52068000 13.77356800     0
0.52068000 13.77612500     0
0.52068000 13.77868200     0
0.52068000 13.78123900     0
0.52068000 13.78379600     0
0.52068000 13.78635300     0
0.52068000 13.78891000     0
0.52068000 13.79146700     0
0.52068000 13.79402400     0
0.52068000 13.79658100     0
0.52068000 13.79913800     0
0.52068000 13.80169500     0
0.52068000 13.80425200     0
0.52068000 13.80680900     0
0.52068000 13.80936600     0
0.52068000 13.81192300     0
0.52068000 13.81448000     0
0.52068000 13.81703700     0
0.52068000 13.81959400     0
0.52068000 13.82215100     0
0.52068000 13.82470800     0
0.52068000 13.82726500     0
0.52068000 13.82982200     0
0.52068000 13.83237900     0
0.52068000 13.83493600     0
0.52068000 13.83749300     0
0.52068000 13.84005000     0
0.52068000 13.84260700     0
0.52068000 13.84516400     0
0.52068000 13.84772100     0
0.52068000 13.85027800     0
0.52068000 13.85283500     0
0.52068000 13.85539200     0
0.52068000 13.85794900     0
0.52068000 13.86050600     0
0.52068000 13.86306300     0
0.52068000 13.86562000     0
0.52068000 13.86817700     0
0.52068000 13.87073400     0
0.52068000 13.87329100     0
0.52068000 13.87584800     0
0.52068000 13.87840500     0
0.52068000 13.88096200     0
0.52068000 13.88351900     0
0.52068000 13.88607600     0
0.52068000 13.88863300     0
0.52068000 13.89119000     0
0.52068000 13.89374700     0
0.52068000 13.89630400     0
0.52068000 13.89886100     0
0.52068000 13.90141800     0
0.52068000 13.90397500     0
0.52068000 13.90653200     0
0.52068000 13.90908900     0
0.52068000 13.91164600     0
0.52068000 13.91420300     0
0.52068000 13.91676000     0
0.52068000 13.91931700     0
0.52068000 13.92187400     0
0.52068000 13.92443100     0
0.52068000 13.92698800     0
0.52068000 13.92954500     0
0.52068000 13.93210200     0
0.52068000 13.93465900     0
0.52068000 13.93721600     0
0.52068000 13.93977300     0
0.52068000 13.94233000     0
0.52068000 13.94488700     0
0.52068000 13.94744400     0
0.52068000 13.95000100     0
0.52068000 13.95255800     0
0.52068000 13.95511500     0
0.52068000 13.95767200     0
0.52068000 13.96022900     0
0.52068000 13.96278600     0
0.52068000 13.96534300     0
0.52068000 13.96790000     0
0.52068000 13.97045700     0
0.52068000 13.97301400     0
0.52068000 13.97557100     0
0.52068000 13.97812800     0
0.52068000 13.98068500     0
0.52068000 13.98324200     0
0.52068000 13.98579900     0
0.52068000 13.98835600     0
0.52068000 13.99091300     0
0.52068000 13.99347000     0
0.52068000 13.99602700     0
0.52068000 13.99858400     0
0.52068000 14.00114100     0
0.52068000 14.00369800     0
0.52068000 14.00625500     0
0.52068000 14.00881200     0
0.52068000 14.01136900     0
0.52068000 14.01392600     0
0.52068000 14.01648300     0
0.52068000 14.01904000     0
0.52068000 14.02159700     0
0.52068000 14.02415400     0
0.52068000 14.02671100     0
0.52068000 14.02926800     0
0.52068000 14.03182500     0
0.52068000 14.03438200     0
0.52068000 14.03693900     0
0.52068000 14.03949600     0
0.52068000 14.04205300     0
0.52068000 14.04461000     0
0.52068000 14.04716700     0
0.52068000 14.04972400     0
0.52068000 14.05228100     0
0.52068000 14.05483800     0
0.52068000 14.05739500     0
0.52068000 14.05995200     0
0.52068000 14.06250900     0
0.52068000 14.06506600     0
0.52068000 14.06762300     0
0.52068000 14.07018000     0
0.52068000 14.07273700     0
0.52068000 14.07529400     0
0.52068000 14.07785100     0
0.52068000 14.08040800     0
0.52068000 14.08296500     0
0.52068000 14.08552200     0
0.52068000 14.08807900     0
0.52068000 14.09063600     0
0.52068000 14.09319300     0
0.52068000 14.09575000     0
0.52068000 14.09830700     0
0.52068000 14.10086400     0
0.52068000 14.10342100     0
0.52068000 14.10597800     0
0.52068000 14.10853500     0
0.52068000 14.11109200     0
0.52068000 14.11364900     0
0.52068000 14.11620600     0
0.52068000 14.11876300     0
0.52068000 14.12132000     0
0.52068000 14.12387700     0
0.52068000 14.12643400     0
0.52068000 14.12899100     0
0.52068000 14.13154800     0
0.52068000 14.13410500     0
0.52068000 14.13666200     0
0.52068000 14.13921900     0
0.52068000 14.14177600     0
0.52068000 14.14433300     0
0.52068000 14.14689000     0
0.52068000 14.14944700     0
0.52068000 14.15200400     0
0.52068000 14.15456100     0
0.52068000 14.15711800     0
0.52068000 14.15967500     0
0.52068000 14.16223200     0
0.52068000 14.16478900     0
0.52068000 14.16734600     0
0.52068000 14.16990300     0
0.52068000 14.17246000     0
0.52068000 14.17501700     0
0.52068000 14.17757400     0
0.52068000 14.18013100     0
0.52068000 14.18268800     0
0.52068000 14.18524500     0
0.52068000 14.18780200     0
0.52068000 14.19035900     0
0.52068000 14.19291600     0
0.52068000 14.19547300     0
0.52068000 14.19803000     0
0.52068000 14.20058700     0
0.52068000 14.20314400     0
0.52068000 14.20570100     0
0.52068000 14.20825800     0
0.52068000 14.21081500     0
0.52068000 14.21337200     0
0.52068000 14.21592900     0
0.52068000 14.21848600     0
0.52068000 14.22104300     0

0.53369700 13.71220000     0
0.53369700 13.71475700     0
0.53369700 13.71731400     0
0.53369700 13.71987100     0
0.53369700 13.72242800     0
0.53369700 13.72498500     0
0.53369700 13.72754200     0
0.53369700 13.73009900     0
0.53369700 13.73265600     0
0.53369700 13.73521300     0
0.53369700 13.73777000     0
0.53369700 13.74032700     0
0.53369700 13.74288400     0
0.53369700 13.74544100     0
0.53369700 13.74799800     0
0.53369700 13.75055500     0
0.53369700 13.75311200     0
0.53369700 13.75566900     0
0.53369700 13.75822600     0
0.53369700 13.76078300     0
0.53369700 13.76334000     0
0.53369700 13.76589700     0
0.53369700 13.76845400     0
0.53369700 13.77101100     0
0.53369700 13.77356800     0
0.53369700 13.77612500     0
0.53369700 13.77868200     0
0.53369700 13.78123900     0
0.53369700 13.78379600     0
0.53369700 13.78635300     0
0.53369700 13.78891000     0
0.53369700 13.79146700     0
0.53369700 13.79402400     0
0.53369700 13.79658100     0
0.53369700 13.79913800     0
0.53369700 13.80169500     0
0.53369700 13.80425200     0
0.53369700 13.80680900     0
0.53369700 13.80936600     0
0.53369700 13.81192300     0
0.53369700 13.81448000     0
0.53369700 13.81703700     0
0.53369700 13.81959400     0
0.53369700 13.82215100     0
0.53369700 13.82470800     0
0.53369700 13.82726500     0
0.53369700 13.82982200     0
0.53369700 13.83237900     0
0.53369700 13.83493600     0
0.53369700 13.83749300     0
0.53369700 13.84005000     0
0.53369700 13.84260700     0
0.53369700 13.84516400     0
0.53369700 13.84772100     0
0.53369700 13.85027800     0
0.53369700 13.85283500     0
0.53369700 13.85539200     0
0.53369700 13.85794900     0
0.53369700 13.86050600     0
0.53369700 13.86306300     0
0.53369700 13.86562000     0
0.53369700 13.86817700     0
0.53369700 13.87073400     0
0.53369700 13.87329100     0
0.53369700 13.87584800     0
0.53369700 13.87840500     0
0.53369700 13.88096200     0
0.53369700 13.88351900     0
0.53369700 13.88607600     0
0.53369700 13.88863300     0
0.53369700 13.89119000     0
0.53369700 13.89374700     0
0.53369700 13.89630400     0
0.53369700 13.89886100     0
0.53369700 13.90141800     0
0.53369700 13.90397500     0
0.53369700 13.90653200     0
0.53369700 13.90908900     0
0.53369700 13.91164600     0
0.53369700 13.91420300     0
0.53369700 13.91676000     0
0.53369700 13.91931700     0
0.53369700 13.92187400     0
0.53369700 13.92443100     0
0.53369700 13.92698800     0
0.53369700 13.92954500     0
0.53369700 13.93210200     0
0.53369700 13.93465900     0
0.53369700 13.93721600     0
0.53369700 13.93977300     0
0.53369700 13.94233000     0
0.53369700 13.94488700     0
0.53369700 13.94744400     0
0.53369700 13.95000100     0
0.53369700 13.95255800     0
0.53369700 13.95511500     0
0.53369700 13.95767200     0
0.53369700 13.96022900     0
0.53369700 13.96278600     0
0.53369700 13.96534300     0
0.53369700 13.96790000     0
0.53369700 13.97045700     0
0.53369700 13.97301400     0
0.53369700 13.97557100     0
0.53369700 13.97812800     0
0.53369700 13.98068500     0
0.53369700 13.98324200     0
0.53369700 13.98579900     0
0.53369700 13.98835600     0
0.53369700 13.99091300     0
0.53369700 13.99347000     0
0.53369700 13.99602700     0
0.53369700 13.99858400     0
0.53369700 14.00114100     0
0.53369700 14.00369800     0
0.53369700 14.00625500     0
0.53369700 14.00881200     0
0.53369700 14.01136900     0
0.53369700 14.01392600     0
0.53369700 14.01648300     0
0.53369700 14.01904000     0
0.53369700 14.02159700     0
0.53369700 14.02415400     0
0.53369700 14.02671100     0
0.53369700 14.02926800     0
0.53369700 14.03182500     0
0.53369700 14.03438200     0
0.53369700 14.03693900     0
0.53369700 14.03949600     0
0.53369700 14.04205300     0
0.53369700 14.04461000     0
0.53369700 14.04716700     0
0.53369700 14.04972400     0
0.53369700 14.05228100     0
0.53369700 14.05483800     0
0.53369700 14.05739500     0
0.53369700 14.05995200     0
0.53369700 14.06250900     0
0.53369700 14.06506600     0
0.53369700 14.06762300     0
0.53369700 14.07018000     0
0.53369700 14.07273700     0
0.53369700 14.07529400     0
0.53369700 14.07785100     0
0.53369700 14.08040800     0
0.53369700 14.08296500     0
0.53369700 14.08552200     0
0.53369700 14.08807900     0
0.53369700 14.09063600     0
0.53369700 14.09319300     0
0.53369700 14.09575000     0
0.53369700 14.09830700     0
0.53369700 14.10086400     0
0.53369700 14.10342100     0
0.53369700 14.10597800     0
0.53369700 14.10853500     0
0.53369700 14.11109200     0
0.53369700 14.11364900     0
0.53369700 14.11620600     0
0.53369700 14.11876300     0
0.53369700 14.12132000     0
0.53369700 14.12387700     0
0.53369700 14.12643400     0
0.53369700 14.12899100     0
0.53369700 14.13154800     0
0.53369700 14.13410500     0
0.53369700 14.13666200     0
0.53369700 14.13921900     0
0.53369700 14.14177600     0
0.53369700 14.14433300     0
0.53369700 14.14689000     0
0.53369700 14.14944700     0
0.53369700 14.15200400     0
0.53369700 14.15456100     0
0.53369700 14.15711800     0
0.53369700 14.15967500     0
0.53369700 14.16223200     0
0.53369700 14.16478900     0
0.53369700 14.16734600     0
0.53369700 14.16990300     0
0.53369700 14.17246000     0
0.53369700 14.17501700     0
0.53369700 14.17757400     0
0.53369700 14.18013100     0
0.53369700 14.18268800     0
0.53369700 14.18524500     0
0.53369700 14.18780200     0
0.53369700 14.19035900     0
0.53369700 14.19291600     0
0.53369700 14.19547300     0
0.53369700 14.19803000     0
0.53369700 14.20058700     0
0.53369700 14.20314400     0
0.53369700 14.20570100     0
0.53369700 14.20825800     0
0.53369700 14.21081500     0
0.53369700 14.21337200     0
0.53369700 14.21592900     0
0.53369700 14.21848600     0
0.53369700 14.22104300     0

0.54671400 13.71220000     0
0.54671400 13.71475700     0
0.54671400 13.71731400     0
0.54671400 13.71987100     0
0.54671400 13.72242800     0
0.54671400 13.72498500     0
0.54671400 13.72754200     0
0.54671400 13.73009900     0
0.54671400 13.73265600     0
0.54671400 13.73521300     0
0.54671400 13.73777000     0
0.54671400 13.74032700     0
0.54671400 13.74288400     0
0.54671400 13.74544100     0
0.54671400 13.74799800     0
0.54671400 13.75055500     0
0.54671400 13.75311200     0
0.54671400 13.75566900     0
0.54671400 13.75822600     0
0.54671400 13.76078300     0
0.54671400 13.76334000     0
0.54671400 13.76589700     0
0.54671400 13.76845400     0
0.54671400 13.77101100     0
0.54671400 13.77356800     0
0.54671400 13.77612500     0
0.54671400 13.77868200     0
0.54671400 13.78123900     0
0.54671400 13.78379600     0
0.54671400 13.78635300     0
0.54671400 13.78891000     0
0.54671400 13.79146700     0
0.54671400 13.79402400     0
0.54671400 13.79658100     0
0.54671400 13.79913800     0
0.54671400 13.80169500     0
0.54671400 13.80425200     0
0.54671400 13.80680900     0
0.54671400 13.80936600     0
0.54671400 13.81192300     0
0.54671400 13.81448000     0
0.54671400 13.81703700     0
0.54671400 13.81959400     0
0.54671400 13.82215100     0
0.54671400 13.82470800     0
0.54671400 13.82726500     0
0.54671400 13.82982200     0
0.54671400 13.83237900     0
0.54671400 13.83493600     0
0.54671400 13.83749300     0
0.54671400 13.84005000     0
0.54671400 13.84260700     0
0.54671400 13.84516400     0
0.54671400 13.84772100     0
0.54671400 13.85027800     0
0.54671400 13.85283500     0
0.54671400 13.85539200     0
0.54671400 13.85794900     0
0.54671400 13.86050600     0
0.54671400 13.86306300     0
0.54671400 13.86562000     0
0.54671400 13.86817700     0
0.54671400 13.87073400     0
0.54671400 13.87329100     0
0.54671400 13.87584800     0
0.54671400 13.87840500     0
0.54671400 13.88096200     0
0.54671400 13.88351900     0
0.54671400 13.88607600     0
0.54671400 13.88863300     0
0.54671400 13.89119000     0
0.54671400 13.89374700     0
0.54671400 13.89630400     0
0.54671400 13.89886100     0
0.54671400 13.90141800     0
0.54671400 13.90397500     0
0.54671400 13.90653200     0
0.54671400 13.90908900     0
0.54671400 13.91164600     0
0.54671400 13.91420300     0
0.54671400 13.91676000     0
0.54671400 13.91931700     0
0.54671400 13.92187400     0
0.54671400 13.92443100     0
0.54671400 13.92698800     0
0.54671400 13.92954500     0
0.54671400 13.93210200     0
0.54671400 13.93465900     0
0.54671400 13.93721600     0
0.54671400 13.93977300     0
0.54671400 13.94233000     0
0.54671400 13.94488700     0
0.54671400 13.94744400     0
0.54671400 13.95000100     0
0.54671400 13.95255800     0
0.54671400 13.95511500     0
0.54671400 13.95767200     1
0.54671400 13.96022900     0
0.54671400 13.96278600     0
0.54671400 13.96534300     0
0.54671400 13.96790000     0
0.54671400 13.97045700     0
0.54671400 13.97301400     0
0.54671400 13.97557100     0
0.54671400 13.97812800     0
0.54671400 13.98068500     0
0.54671400 13.98324200     0
0.54671400 13.98579900     0
